movie_odid,display_name,release_date,territory,release_pattern,distributor
2370100,The Godfather,2018-09-21,United Kingdom,Wide,
2380100,The Incredible Hulk,2008-06-13,North America,Wide,Universal
2390100,Live Free or Die Hard,2007-06-27,North America,Wide,20th Century Fox
2390100,Live Free or Die Hard,2013-02-13,North America,Special Engagement,NCM Fathom
2400100,Wanted,2008-06-27,North America,Wide,Universal
2430100,Mission: Impossible III,2006-05-05,North America,Wide,Paramount Pictures
2440100,Angels & Demons,2009-05-15,North America,Wide,Sony Pictures
2450100,The Departed,2006-10-06,North America,Wide,Warner Bros.
2460100,Troy,2004-05-14,North America,Wide,Warner Bros.
2470100,Bringing Down the House,2003-03-07,North America,Wide,Walt Disney
2480100,Hulk,2003-06-20,North America,Wide,Universal
2490100,Minority Report,2002-06-21,North America,Wide,20th Century Fox
2500100,Fantastic Four: Rise of the Silver Surfer,2007-06-15,North America,Wide,20th Century Fox
2510100,Lara Croft: Tomb Raider,2001-06-15,North America,Wide,Paramount Pictures
2520100,The Silence of the Lambs,1991-02-14,North America,Wide,Orion Pictures
2520100,The Silence of the Lambs,2017-11-03,United Kingdom,Wide,
2550100,Lethal Weapon 4,1998-07-10,North America,Wide,Warner Bros.
2560100,Get Smart,2008-06-20,North America,Wide,Warner Bros.
2600100,The Ring,2002-10-18,North America,Wide,Dreamworks SKG
2620100,Borat,2006-11-03,North America,Wide,20th Century Fox
2630100,Robots,2005-03-11,North America,Wide,20th Century Fox
2630100,Robots,2005-03-11,North America,IMAX,Walt Disney
2650100,"Crouching Tiger, Hidden Dragon",2000-12-08,North America,Wide,Sony Pictures Classics
2670100,Enchanted,2007-11-21,North America,Wide,Walt Disney
2680100,The Curious Case of Benjamin Button,2008-12-25,North America,Wide,Paramount Pictures
2680100,The Curious Case of Benjamin Button,2009-02-12,South Korea,Wide,
2690100,Sweet Home Alabama,2002-09-27,North America,Wide,Walt Disney
2720100,The World is Not Enough,1999-11-19,North America,Wide,MGM
2720100,The World is Not Enough,1999-11-26,United Kingdom,Wide,
2730100,My Best Friend's Wedding,1997-06-20,North America,Wide,Sony Pictures
2760100,Bee Movie,2007-11-02,North America,Wide,Paramount Pictures
2760100,Bee Movie,2007-11-29,Australia,Wide,
2770100,Mr. Deeds,2002-06-28,North America,Wide,Sony Pictures
2790100,The Truman Show,1998-06-05,North America,Wide,Paramount Pictures
2790100,The Truman Show,1998-10-24,South Korea,Wide,
2800100,Erin Brockovich,2000-03-17,North America,Wide,Universal
2810100,Ocean's Twelve,2004-12-10,North America,Wide,Warner Bros.
2820100,Terminator Salvation,2009-05-21,North America,Wide,Warner Bros.
2820100,Terminator Salvation,2009-06-05,Portugal,Wide,
2830100,Charlie's Angels,2000-11-03,North America,Wide,Sony Pictures
2840100,Tomorrow Never Dies,1997-12-19,North America,Wide,MGM
2860100,The Devil Wears Prada,2006-06-30,North America,Wide,20th Century Fox
2870100,Something's Gotta Give,2003-12-12,North America,Wide,Sony Pictures
2880100,Traffic,2000-12-27,North America,Wide,USA Films
2920100,Nutty Professor II: The Klumps,2000-07-28,North America,Wide,Universal
2940100,The Bodyguard,1992-11-25,North America,Wide,Warner Bros.
2940100,The Bodyguard,1992-12-05,South Korea,Wide,
2940100,The Bodyguard,2012-03-28,North America,Special Engagement,NCM Fathom
2960100,The Bourne Identity,2002-06-14,North America,Wide,Universal
2970100,Superbad,2007-08-17,North America,Wide,Sony Pictures
2990100,50 First Dates,2004-02-13,North America,Wide,Sony Pictures
2990100,50 First Dates,2004-04-15,South Korea,Wide,
3010100,Mulan,1998-06-19,North America,Wide,Walt Disney
3020100,Seabiscuit,2003-07-25,North America,Wide,Universal
3030100,Van Helsing,2004-05-07,North America,Wide,Universal
3040100,Four Christmases,2008-11-26,North America,Wide,Warner Bros.
3060100,I Now Pronounce You Chuck and Larry,2007-07-20,North America,Wide,Universal
3080100,Walk the Line,2005-11-18,North America,Wide,20th Century Fox
3100100,Total Recall,1990-06-01,North America,Wide,Sony Pictures
3100100,Total Recall,2012-08-10,North America,Limited,Rialto Pictures
3120100,Fahrenheit 9/11,2004-06-23,North America,Wide,Lionsgate
3130100,Hairspray,2007-07-20,North America,Wide,New Line
3140100,The Break-Up,2006-06-02,North America,Wide,Universal
3150100,Lemony Snicket's A Series of Unfortunate Events,2004-12-17,North America,Wide,Paramount Pictures
3160100,Blades of Glory,2007-03-30,North America,Wide,Paramount Pictures
3170100,The Sum of All Fears,2002-05-31,North America,Wide,Paramount Pictures
3200100,Big Momma's House,2000-06-02,North America,Wide,20th Century Fox
3210100,Die Hard 2,1990-07-03,North America,Wide,20th Century Fox
3210100,Die Hard 2,2013-02-13,North America,Special Engagement,NCM Fathom
3230100,G-Force,2009-07-24,North America,Wide,Walt Disney
3240100,Ocean's Thirteen,2007-06-08,North America,Wide,Warner Bros.
3250100,S.W.A.T.,2003-08-08,North America,Wide,Sony Pictures
3260100,Double Jeopardy,1999-09-24,North America,Wide,Paramount Pictures
3270100,8 Mile,2002-11-08,North America,Wide,Universal
3270100,8 Mile,2003-02-21,South Korea,Wide,
3280100,Notting Hill,1999-05-28,North America,Wide,Universal
3280100,Notting Hill,1999-07-03,South Korea,Wide,
3280100,Notting Hill,2019-02-08,United Kingdom,Wide,
3300100,You've Got Mail,1998-12-18,North America,Wide,Warner Bros.
3310100,Ghost Rider,2007-02-16,North America,Wide,Sony Pictures
3320100,Remember the Titans,2000-09-29,North America,Wide,Walt Disney
3360100,Dodgeball: A True Underdog Story,2004-06-18,North America,Wide,20th Century Fox
3370100,The Village,2004-07-30,North America,Wide,Walt Disney
3380100,Bolt,2008-11-21,North America,Wide,Walt Disney
3390100,Wild Wild West,1999-06-30,North America,Wide,Warner Bros.
3410100,The Patriot,2000-06-28,North America,Wide,Sony Pictures
3420100,The Pacifier,2005-03-04,North America,Wide,Walt Disney
3430100,Dr. Dolittle 2,2001-06-22,North America,Wide,20th Century Fox
3440100,Spy Kids,2001-03-30,North America,Wide,Miramax/Dimension
3460100,District 9,2009-08-14,North America,Wide,Sony Pictures
3470100,Face/Off,1997-06-27,North America,Wide,Paramount Pictures
3490100,Spy Kids 3-D: Game Over,2003-07-25,North America,Wide,Miramax/Dimension
3500100,Inglourious Basterds,2009-08-20,North America,Special Engagement,Weinstein Co.
3500100,Inglourious Basterds,2009-08-21,North America,Wide,Weinstein Co.
3510100,Doctor Zhivago,1965-12-22,North America,Wide,MGM
3510100,Doctor Zhivago,1995-04-07,North America,Limited,MGM
3510100,Doctor Zhivago,2015-11-27,United Kingdom,Limited,
3520100,Enemy of the State,1998-11-20,North America,Wide,Walt Disney
3530100,The Little Mermaid,1989-11-15,North America,Wide,Walt Disney
3530100,The Little Mermaid,1991-12-21,South Korea,Wide,
3530100,The Little Mermaid,1997-11-14,North America,Wide,Walt Disney
3530100,The Little Mermaid,1998-06-19,Australia,Wide,
3540100,The Last Samurai,2003-12-05,North America,Wide,Warner Bros.
3550100,Fun With Dick And Jane,2005-12-21,North America,Wide,Sony Pictures
3560100,Tropic Thunder,2008-08-13,North America,Wide,Paramount Pictures
3570100,The Grudge,2004-10-22,North America,Wide,Sony Pictures
3580100,Freaky Friday,2003-08-06,North America,Wide,Walt Disney
3590100,Bedtime Stories,2008-12-25,North America,Wide,Walt Disney
3600100,Scary Movie 3,2003-10-24,North America,Wide,Miramax/Dimension
3630100,The 40 Year-old Virgin,2005-08-19,North America,Wide,Universal
3650100,One Flew Over the Cuckoo's Nest,1975-11-19,North America,Wide,MGM
3650100,One Flew Over the Cuckoo's Nest,2017-04-14,United Kingdom,Wide,
3670100,Black Hawk Down,2001-12-28,North America,Limited,Sony Pictures
3670100,Black Hawk Down,2002-01-18,North America,Expands Wide,Sony Pictures
3700100,The Princess Diaries,2001-08-03,North America,Wide,Walt Disney
3720100,Pulp Fiction,1994-10-14,North America,Wide,Miramax
3720100,Pulp Fiction,2012-12-06,North America,Special Engagement,NCM Fathom
3720100,Pulp Fiction,2017-07-07,Spain,Limited,
3740100,Watchmen,2009-03-06,North America,Wide,Warner Bros.
3740100,Watchmen,2009-03-06,North America,IMAX,Warner Bros.
3760100,Analyze This,1999-03-05,North America,Wide,Warner Bros.
3770100,Miss Congeniality,2000-12-22,North America,Wide,Warner Bros.
3780100,Chicken Run,2000-06-21,North America,Wide,Dreamworks SKG
3810100,Goldeneye,1995-11-17,North America,Wide,MGM
3810100,Goldeneye,2015-07-03,United Kingdom,Wide,
3840100,The Italian Job,2003-05-30,North America,Wide,Paramount Pictures
3850100,How to Lose a Guy in 10 Days,2003-02-07,North America,Wide,Paramount Pictures
3880100,George Of The Jungle,1997-07-16,North America,Wide,Walt Disney
3900100,The Graduate,1967-12-21,North America,Wide,Embassy
3900100,The Graduate,1997-02-14,North America,Limited,Embassy
3900100,The Graduate,2017-06-23,United Kingdom,Limited,
3910100,American Wedding,2003-08-01,North America,Wide,Universal
3930100,Daddy Day Care,2003-05-09,North America,Wide,Sony Pictures
3940100,Road to Perdition,2002-07-12,North America,Wide,Dreamworks SKG
3960100,Dreamgirls,2006-12-15,North America,Exclusive,Paramount Pictures
3960100,Dreamgirls,2006-12-25,North America,Expands Wide,Paramount Pictures
3970100,Nine to Five,1980-12-19,North America,Wide,20th Century Fox
3970100,Nine to Five,2018-11-16,United Kingdom,Wide,
4010100,The General's Daughter,1999-06-18,North America,Wide,Paramount Pictures
4020100,The Aviator,2004-12-17,North America,Limited,Miramax
4020100,The Aviator,2004-12-25,North America,Expands Wide,Miramax
4030100,Daredevil,2003-02-14,North America,Wide,20th Century Fox
4040100,The Mummy: Tomb of the Dragon Emperor,2008-08-01,North America,Wide,Universal
4050100,Butch Cassidy and the Sundance Kid,1969-10-24,North America,Wide,20th Century Fox
4050100,Butch Cassidy and the Sundance Kid,2018-12-07,United Kingdom,Limited,
4080100,American Pie,1999-07-09,North America,Wide,Universal
4090100,Journey to the Center of the Earth,2008-07-11,North America,Wide,Warner Bros.
4100100,Gone in 60 Seconds,2000-06-09,North America,Wide,Walt Disney
4130100,Eagle Eye,2008-09-26,North America,Wide,Paramount Pictures
4130100,Eagle Eye,2008-09-26,North America,IMAX,Paramount Pictures
4140100,The Prince of Egypt,1998-12-18,North America,Wide,Dreamworks SKG
4150100,Scream 2,1997-12-12,North America,Wide,Miramax
4190100,Con Air,1997-06-06,North America,Wide,Walt Disney
4200100,Sleepy Hollow,1999-11-19,North America,Wide,Paramount Pictures
4210100,The Cat in the Hat,2003-11-21,North America,Wide,Universal
4220100,Contact,1997-07-11,North America,Wide,Warner Bros.
4230100,Charlie's Angels: Full Throttle,2003-06-27,North America,Wide,Sony Pictures
4250100,Vanilla Sky,2001-12-14,North America,Wide,Paramount Pictures
4260100,The Rugrats Movie,1998-11-20,North America,Wide,Paramount Pictures
4270100,Million Dollar Baby,2004-12-15,North America,Limited,Warner Bros.
4270100,Million Dollar Baby,2005-01-21,North America,Expands Wide,Warner Bros.
4270100,Million Dollar Baby,2005-03-10,South Korea,Wide,
4290100,Step Brothers,2008-07-25,North America,Wide,Sony Pictures
4320100,Shakespeare in Love,1998-12-11,North America,Wide,Miramax
4330100,Evan Almighty,2007-06-22,North America,Wide,Universal
4340100,Collateral,2004-08-06,North America,Wide,Dreamworks SKG
4380100,You Don't Mess With the Zohan,2008-06-06,North America,Wide,Sony Pictures
4390100,Die Hard: With a Vengeance,1995-05-19,North America,Wide,20th Century Fox
4390100,Die Hard: With a Vengeance,2013-02-13,North America,Special Engagement,NCM Fathom
4400100,Hercules,1997-06-13,North America,Wide,Walt Disney
4430100,Meet the Robinsons,2007-03-30,North America,Wide,Walt Disney
4440100,Yes Man,2008-12-19,North America,Wide,Warner Bros.
4450100,Inspector Gadget,1999-07-23,North America,Wide,Walt Disney
4460100,Public Enemies,2009-07-01,North America,Wide,Universal
4470100,The Others,2001-08-10,North America,Wide,Miramax
4480100,Legally Blonde,2001-07-13,North America,Wide,MGM
4490100,Schindler’s List,1993-12-15,North America,Limited,Universal
4490100,Schindler’s List,1994-02-04,North America,Expands Wide,Universal
4490100,Schindler’s List,1994-03-04,Netherlands,Wide,
4490100,Schindler’s List,1994-03-05,South Korea,Wide,
4490100,Schindler’s List,2018-12-07,North America,Wide,Universal
4490100,Schindler’s List,2019-01-25,Argentina,Wide,
4490100,Schindler’s List,2019-01-25,Australia,Wide,
4490100,Schindler’s List,2019-01-25,Czech Republic,Wide,
4490100,Schindler’s List,2019-01-25,Slovakia,Wide,
4490100,Schindler’s List,2019-01-25,United Kingdom,Wide,
4510100,Norbit,2007-02-09,North America,Wide,Paramount Pictures
4520100,Cold Mountain,2003-12-25,North America,Wide,Miramax
4540100,Panic Room,2002-03-29,North America,Wide,Sony Pictures
4550100,The Princess Diaries 2: Royal Engagement,2004-08-11,North America,Wide,Walt Disney
4560100,Unbreakable,2000-11-22,North America,Wide,Walt Disney
4580100,Beverly Hills Chihuahua,2008-10-03,North America,Wide,Walt Disney
4590100,He's Just Not That Into You,2009-02-06,North America,Wide,Warner Bros.
4600100,Maid in Manhattan,2002-12-13,North America,Wide,Sony Pictures
4610100,Master and Commander: The Far Side of the World,2003-11-14,North America,Wide,20th Century Fox
4620100,The Mask of Zorro,1998-07-17,North America,Wide,Sony Pictures
4630100,America's Sweethearts,2001-07-20,North America,Wide,Sony Pictures
4640100,Lady and the Tramp,1955-06-22,North America,Wide,Walt Disney
4640100,Lady and the Tramp,1980-03-07,North America,Wide,Walt Disney
4640100,Lady and the Tramp,1986-12-19,North America,Wide,Walt Disney
4640100,Lady and the Tramp,2013-02-16,North America,Special Engagement,Walt Disney
4660100,The Bucket List,2007-12-25,North America,Limited,Warner Bros.
4660100,The Bucket List,2008-01-11,North America,Expands Wide,Warner Bros.
4660100,The Bucket List,2008-04-09,South Korea,Wide,
4670100,Cats & Dogs,2001-07-04,North America,Wide,Warner Bros.
4680100,Two Weeks Notice,2002-12-20,North America,Wide,Warner Bros.
4700100,Flubber,1997-11-26,North America,Wide,Walt Disney
4710100,Red Dragon,2002-10-04,North America,Wide,Universal
4720100,When Harry Met Sally…,1989-07-14,North America,Wide,Columbia
4720100,When Harry Met Sally…,1989-11-18,South Korea,Wide,
4720100,When Harry Met Sally…,2015-12-11,United Kingdom,Limited,
4720100,When Harry Met Sally…,2019-12-01,North America,Special Engagement,Fathom Events
4780100,The Haunting,1999-07-23,North America,Wide,Dreamworks SKG
4790100,Stepmom,1998-12-25,North America,Wide,Sony/TriStar
4800100,Save the Last Dance,2001-01-12,North America,Wide,Paramount Pictures
4810100,The Karate Kid,1984-06-22,North America,Wide,Sony Pictures
4810100,The Karate Kid,2018-04-25,North America,Special Engagement,Fathom Events
4830100,Scary Movie 4,2006-04-14,North America,Wide,Weinstein/Dimension
4840100,The Game Plan,2007-09-22,North America,Sneak Peek,Walt Disney
4840100,The Game Plan,2007-09-28,North America,Wide,Walt Disney
4850100,"Legally Blonde 2: Red, White & Blonde",2003-07-02,North America,Wide,MGM
4860100,The Scorpion King,2002-04-19,North America,Wide,Universal
4870100,"Me, Myself & Irene",2000-06-23,North America,Wide,20th Century Fox
4880100,High School Musical 3: Senior Year,2008-10-24,North America,Wide,Walt Disney
4890100,Madea Goes To Jail,2009-02-20,North America,Wide,Lionsgate
4920100,Space Cowboys,2000-08-04,North America,Wide,Warner Bros.
4940100,Mystic River,2003-10-08,North America,Limited,Warner Bros.
4950100,Flightplan,2005-09-23,North America,Wide,Walt Disney
4960100,Julie & Julia,2009-08-07,North America,Wide,Sony Pictures
4980100,The Emperor's New Groove,2000-12-15,North America,Wide,Walt Disney
4990100,Scream 3,2000-02-04,North America,Wide,Miramax
5010100,Failure to Launch,2006-03-10,North America,Wide,Paramount Pictures
5020100,Inside Man,2006-03-24,North America,Wide,Universal
5030100,The Ugly Truth,2009-07-24,North America,Wide,Sony Pictures
5050100,Starsky & Hutch,2004-03-05,North America,Wide,Warner Bros.
5080100,Entrapment,1999-04-30,North America,Wide,20th Century Fox
5100100,Peter Pan,1953-02-05,North America,Wide,RKO Radio Pictures
5100100,Peter Pan,1982-12-17,North America,Wide,RKO Radio Pictures
5100100,Peter Pan,1989-07-14,North America,Wide,RKO Radio Pictures
5100100,Peter Pan,2013-02-16,North America,Special Engagement,Walt Disney
5110100,Pineapple Express,2008-08-06,North America,Wide,Sony Pictures
5120100,Everest,1998-03-06,North America,IMAX,MacGillivray Freeman Films
5130100,Saw II,2005-10-28,North America,Wide,Lionsgate
5180100,Young Frankenstein,1974-12-15,North America,Wide,20th Century Fox
5180100,Young Frankenstein,2016-10-05,North America,Special Engagement,20th Century Fox
5190100,Mean Girls,2004-04-30,North America,Wide,Paramount Pictures
5200100,Spy Kids 2: The Island of Lost Dreams,2002-08-07,North America,Wide,Miramax/Dimension
5210100,Pokemon: The First Movie,1999-11-10,North America,Wide,Warner Bros.
5210100,Pokemon: The First Movie,2015-10-15,Australia,Limited,
5220100,SpongeBob SquarePants: The Movie,2004-11-19,North America,Wide,Paramount Pictures
5230100,Brother Bear,2003-10-24,North America,Limited,Walt Disney
5230100,Brother Bear,2003-11-01,North America,Expands Wide,Walt Disney
5270100,Open Season,2006-09-29,North America,Wide,Sony Pictures
5280100,Cinderella,1950-02-15,North America,Wide,Walt Disney
5280100,Cinderella,1981-12-18,North America,Wide,Walt Disney
5280100,Cinderella,1987-11-20,North America,Wide,Walt Disney
