movie_odid,display_name,rental_revenue,vod_revenue,rental_and_vod_revenue,streaming_revenue,est_revenue
279940100,Like Cotton Twines,,16293,,25000,
279950100,A Plastic Ocean,,121980,,25000,
280040100,Berlin Syndrome,,286615,,25000,
280060100,Lego Jurassic World: The Indominus Escape,,,,25000,
280070100,When Elephants Were Young,,28649,,25000,11928
280080100,Pet Fooled,,57428,,25000,
280110100,Faustrecht der Freiheit,,,,25000,14170
280130100,The Axe Murders of Villisca,,69739,,25000,10527
280190100,Goosebumps 2: Haunted Halloween,4776214,,,,
280200100,A Cowgirl’s Story,,,,25000,
280210100,Don’t Hang Up,,,,25000,
280220100,The Marine 5: Battleground,,97216,,25000,487845
280360100,An Inconvenient Sequel,,,,3748498,
280430100,Stake Land 2,,,,25000,
280470100,Gong fu yu jia,,1801481,,285592,
280480100,The Big Sick,4678657,25919435,,12120997,539895
280490100,Novitiate,,228240,,457022,
280510100,Churchill,,189976,,1574999,35616
280520100,Trophy,,204237,,25000,
280770100,Emily,,7707,,25000,
280800100,Chapter & Verse,,57976,,66266,
280810100,American Fable,,63791,,25000,
280830100,Can You Ever Forgive Me?,1849854,4133024,,,
280840100,Flight 313: The Conspiracy,,,,25000,
280880100,La Noire de,,52025,,25000,33442
280890100,Prityazhenie,,110677,,25000,
280910100,Meet the Donors: Does Money Talk?,,14529,,25000,
280940100,A Mermaid’s Tale,,73450,,25000,
280950100,Slamma Jamma,,24238,,1574999,
280960100,You Can’t Have It,,27846,,25000,
280970100,Daddy’s Home 2,12910261,183697525,,18767497,
281000100,I Called Him Morgan,,24290,,76947,20181
281040100,Keep Quiet,,22730,,39733,
281100100,Dina,,153311,,71262,
281110100,Dragged Across Concrete,284624,,,,
281210100,Sisters of the Plague,,,,25000,
281230100,Brigsby Bear,,64195,,406165,16621
281250100,Killing Ground,,113069,,25000,12466
281260100,Dead Shack,,,,25000,
281270100,The Little Hours,,938208,,1574999,42054
281280100,Legion of Brothers,,184912,,25000,24994
281290100,The White King,,,,25000,
281370100,Lost Cat Corona,,20623,,25000,
281510100,Band Aid,,419004,,195591,15355
281530100,Killing Reagan,,,,25000,
281540100,Sinbad and the War of the Furies,,33538,,25000,
281550100,Moontrap: Target Earth,,36314,,25000,
281580100,Barash,,31305,,25000,
281590100,Jonathan,,40976,,25000,
281600100,Akron,,97399,,25000,
281610100,Beyond Redemption,,20983,,25000,
281630100,Proud Mary,5453871,7984125,,,
281680100,Mean Dreams,,223041,,25000,
281690100,My Entire High School Sinking Into the Sea,,15228,,54245,1568
281700100,Holmes & Watson,116161,,,,
281720100,Buster’s Mal Heart,,106949,,57583,
281730100,Bokeh,,72058,,25000,
281750100,Citizen Jane: Battle for the City,,20399,,246811,
281760100,It Comes at Night,4785999,15198290,,6678498,738297
281770100,Slice,,99869,,25000,
281780100,A Ghost Story,,798882,,1574999,108375
281790100,The Lovers,,225388,,3748498,
281850100,Blind,962041,437038,,25000,
281940100,Una mujer fantástica,,124031,,,
281960100,Leaning into the Wind,,,,,
281980100,Bel Canto,131391,1858448,,25000,
282010100,Champion,,46838,,137995,
282030100,The Christmas Secret,,41161,,25000,
282040100,Angel of Christmas,,21313,,25000,
282100100,Kill Switch,745383,,,25000,46508
282120100,Human Flow,,761112,,415678,
282130100,It Stains the Sands Red,,118774,,25000,12886
282140100,In Loco Parentis,,26292,,29438,
282150100,Darkness Rising,,74121,,25000,3072
282160100,Escape Room,,615188,,25000,
282230100,Game Night,20148881,472042527,,,
282240100,Phoenix Forgotten,574110,681486,,3748498,
282330100,Gunsmoke: The Long Ride,,,,25000,
282360100,The Crooked Man,,117293,,25000,
282380100,The Settlers,,17630,,25000,
282390100,Junction 48,,14951,,25000,
282490100,The Evil in Us,,44040,,25000,
282500100,The Death of Stalin,,890788,,,
282520100,Alive and Kicking,,37660,,53932,
282600100,The Parrot Heads Documentary,,,,25000,
282620100,Teen Titans: The Judas Contract,,1940428,,25000,1794797
282630100,Easter Mysteries,,12415,,25000,
282650100,J.L. Family Ranch,,28460,,25000,
282680100,Logan Lucky,8055113,42091640,,9390998,1989956
282710100,The First Purge,5046470,149507908,,,
282770100,Zama,,13192,,,
282780100,The Nun,4642951,109758042,,,
282790100,Donald Cried,,63506,,48357,
282800100,Grey Lady,225367,94322,,25000,
282810100,Kept Boy,,17182,,25000,
282820100,Heaven Sent,,,,25000,
282830100,Waffle Street,,70909,,25000,
282840100,Tie the Knot,,,,25000,
282850100,The King of New Orleans,,,,25000,
282860100,Mildred Pierce,,,,,
282880100,Deluge,,,,,48713
282910100,Cô Hầu Gái,,24195,,,
282980100,Dragonheart: Battle for the Heartfire,923764,241240,,25000,500792
282990100,Grow House,,85530,,25000,
283000100,Pray for Rain,,46583,,25000,
283010100,Resident Evil: Vendetta,,620256,,25000,911324
283050100,Step,,429868,,1574999,
283130100,The Valley of Gwangi,,,,25000,
283240100,She Beast,,,,,
283250100,Sound of Redemption: The Frank Morgan Story,,,,25000,
283260100,Mission Control: The Unsung Heroes of Apollo,,398866,,25000,47199
283280100,Cut to the Chase,,18864,,25000,
283290100,Who’s Crazy,,,,25000,3678
283330100,Here Alone,,199928,,25000,
283400100,Wish Upon,2580628,2657364,,6678498,162310
283420100,The Creature Below,,,,25000,
283430100,The Business of Amateurs,,23858,,25000,
283440100,Stuff,,,,25000,6347
283460100,A*P*E,,,,25000,35984
283470100,Framed,,,,25000,6959
283530100,Bába z ledu,,11179,,25000,
283540100,3 Idiotas,,81202,,1574999,
283600100,Kill ’em All,,,,25000,65587
283610100,Lady Bloodfight,,129720,,25000,
283620100,Pure Country Pure Heart,,105037,,25000,539216
283640100,Zashchitniki,1114569,272974,,25000,
283750100,Haebing,,17692,,33976,
283830100,Hjartasteinn,,67719,,25000,
283850100,The Paris Opera,,9715,,43665,
283900100,Ugetsu monogatari,,,,25000,154021
283910100,The Transfiguration,,36377,,25000,
283930100,The Prison,,15830,,163391,
283960100,Vincent n Roxxy,,59214,,25000,
283990100,The Post,4999568,33013345,,16977247,
284000100,Take Me,,36059,,25000,
284030100,Resistance,,,,25000,
284040100,Slasher.com,,,,25000,
284050100,The Lesson,,,,25000,4090
284100100,First Man,4995112,54929325,,,
284110100,Julian Schnabel: A Private Portrait,,18008,,25000,4140
284120100,Super Dark Times,,247503,,26073,
284140100,Money,191164,56187,,25000,
284170100,City of Ghosts,,61192,,100812,
284230100,God’s Not Dead: A Light in Darkness,809458,1340367,,,
284240100,Samson,876162,959590,,,
284260100,Alone in Berlin,,353049,,25000,
284290100,Viceroy’s House,,,,1574999,
284350100,A Stork's Journey,,,,25000,
284390100,Jasper Jones,,21135,,25000,
284400100,Den of Thieves,12732911,74194744,,,
284410100,Lemon,,38139,,25000,
284430100,Gemini,,106099,,,
284440100,Walk with me,,179309,,25000,26193
284510100,Chuck,,301994,,253579,37983
284520100,House on Willow Street,,97166,,25000,15509
284540100,The Hero,670997,1551902,,3748498,365031
284550100,"Love, Sweat & Tears",,10556,,25000,
284560100,The Girl in the Spider’s Web,3514448,13840488,,,
284580100,Landline,,587015,,740923,
284590100,Kodachrome,,,,25000,
284630100,Canoa,,,,25000,27543
284640100,They’re Playing with Fire,,,,25000,55106
284650100,The Skull,,,,25000,22939
284670100,The Bitch,,,,25000,37796
284710100,Open Water 3: Cage Dive,,,,25000,13782
284730100,The Show,,73152,,25000,
284800100,The Work,,575538,,25000,
284810100,Skyscraper,9579788,102098283,,,
284840100,Roma,,,,25000,
284930100,Silver Skies,,22388,,25000,
284970100,12 Strong,13360197,81834324,,,
285230100,The Sweet Life,,20807,,25000,
285350100,Koe No Katachi,,,,25000,
285400100,Thank You for Your Service,2673399,8989440,,5428498,270327
285440100,Patti Cake$,,261626,,630117,26005
285490100,Broken Mile,,12310,,25000,71
285510100,Columbus,,469107,,1574999,
285530100,Action Point,1187529,3972816,,,
285540100,A Quiet Place,14213228,529387292,,,
285550100,Detroit,3967952,9640981,,7728498,
285590100,Jasmine,,13572,,25000,
285610100,7 Days in Entebbe,720372,430974,,,
285660100,The Only Living Boy in New York,,56904,,491661,
285670100,Karl Marx City,,,,25000,
285720100,Bethany,,39277,,25000,10130
285730100,Chasing Trane: The John Coltrane Documentary,,74297,,319949,
285750100,Le Jeune Karl Marx,,58205,,,
285770100,California Typewriter,,38725,,157798,17681
285790100,Gekijouban Steins;Gate: Fuka ryouiki no dejavu,,,,25000,
285800100,Lemon Tree Passage,,140851,,25000,
285810100,When Calls the Heart: The Heart of Faith,,,,25000,
285850100,Chamber of Horrors,,,,25000,20939
285960100,Blow-Up,,,,25000,377211
285970100,September Storm,,,,,31069
285980100,Dakota,,,,,20974
285990100,The Creeping Garden,,52245,,25000,
286110100,Dealt,,461583,,25000,
286200100,Is Genesis History?,,781712,,3748498,164657
286280100,Ride the High Country,,,,25000,
286290100,Lucky’s Treasure,,47354,,25000,
286300100,Ghost of New Orleans,,163555,,25000,
286310100,Cooking at the World’s End,,,,25000,
286320100,BWOY,,22254,,25000,
286420100,The Domestics,239919,2325270,,25000,
286450100,Extraordinary Mission,,8969,,,
286520100,Once Upon a Time in Venice,901843,1572484,,25000,548458
286530100,Dolores,,167830,,437306,
286560100,Una,,,,25000,
286590100,MindGamers,,137491,,25000,20680
286750100,Maurizio Cattelan: Be Right Back,,,,25000,
286780100,Altitude,,57513,,25000,20022
286800100,Never too Young to Die,,,,,
286810100,Ludwig,,,,25000,
286840100,Mad Families,,62885,,25000,
286860100,Robot Wars,,,,25000,
286870100,Chupacabra Territory,,,,25000,4643
286900100,All Saints,,97060,,5428498,
286910100,Breaking Brooklyn,,6792,,25000,
286920100,Forever My Girl,3812921,10763244,,,
286950100,Long Strange Trip: The Untold Story of the Grateful Dead,,,,277166,
286960100,The Recall,729620,2382220,,25000,437797
287000100,Armed Response,590415,402360,,25000,9924
287010100,Small Town Crime,886033,679398,,,
287030100,Family Mission: The T.J. Lobraico Story,,,,25000,
287040100,Drone,246503,99808,,25000,18587
287070100,Beatriz at Dinner,736888,1934596,,5428498,
287080100,"Three Billboards Outside Ebbing, Missouri",4770627,68638761,,14745997,
287130100,Dance Academy,,,,,
287300100,Goodbye Christopher Robin,,818676,,1574999,112804
287310100,Toivon Tuolla Puolen,,,,144971,
287420100,Night School,10487634,44026822,,,
287460100,A Beginner’s Guide to Snuff,,17427,,25000,
287480100,The Killing of a Sacred Deer,,2086090,,3748498,
287490100,Pasqualino Settebellezze,,16007,,25000,43604
287540100,Travolti da un insolito destino nell’azzurro mare d’agosto,,,,,
287600100,Frank Serpico,,27351,,25000,
287620100,Tom of Finland,,249563,,296339,
287630100,Before the Flood,,18046352,,25000,
287640100,The Frog Kingdom 2: Sub-Zero Mission,,,,25000,
287700100,Batman and Harley Quinn,,,,25000,1366552
287710100,2:22,,396775,,25000,16570
287730100,Death Wish,11644406,84909150,,,
287750100,L.A. ‘92,,427406,,25000,
287790100,The Shape of Water,4499334,44799184,,14745997,
287870100,Happy Death Day,7832597,124571106,,14745997,687815
287880100,Gook,,30913,,196977,
288100100,The Kid Who Would Be King,,,,,
288110100,Bohemian Rhapsody,8144891,95768091,,,
288170100,Harold and Lillian: A Hollywood Love Story,,,,25000,24333
288230100,Risk,,268540,,157672,
288250100,The Penguin Counters,,,,25000,
288270100,Sicario: Day of the Soldado,5567665,132173892,,,
288280100,Caltiki il mostro immortale,,,,25000,
288300100,Preparati la bara!,,,,25000,
288310100,Don’t Give up the Ship,,,,,
288320100,Papa’s Delicate Condition,,,,25000,7948
288400100,My Pet Dinosaur,188885,62308,,25000,
288640100,I Do…Until I Don’t,617177,65604,,217829,
288650100,Kono sekai no katasumi ni,,32661,,25000,122389
288670100,Treasure Hounds,,30538,,25000,
288920100,LoveTrue,,,,25000,
288930100,Sex Doll,,55758,,25000,15862
289000100,Welcome to Marwen,,,,,
289010100,Chāi dàn zhuānjiā,,20272,,15486417,1403
289140100,Rumble: The Indians who Rocked the World,,212368,,177327,
289160100,Ingrid Goes West,,975382,,3748498,
289170100,The Trip to Spain,,58108,,1574999,3135
289210100,The Catcher Was A Spy,450966,1756140,,25000,
289230100,The Endless,,1245936,,,
289240100,D-Day Survivor,,,,25000,
289260100,Taking Earth,,34457,,25000,
289270100,The Shadow Effect,,,,25000,
289280100,Utopians,,30016,,25000,
289300100,The Spy Who Dumped Me,6263442,72153963,,,
289310100,Beach Rats,,183574,,371138,
289320100,MDMA,,17214,,25000,
289330100,Score: A Film Music Documentary,,844029,,25000,
289340100,The Foreigner,14223583,54298838,,10860997,1555112
289400100,Hickok,,179026,,25000,1525369
289460100,Tully,2014031,9045840,,,
289470100,Phantom Thread,930684,2092298,,8603498,
289510100,Tag,8711439,127103658,,,
289530100,Isn’t it Romantic,,,,,
289550100,Chavela,,605856,,117074,
289560100,In Our Hands: The Battle for Jerusalem,,131870,,25000,
289600100,Letters from Baghdad,,,,264776,
289650100,Mad to be Normal,,15043,,,
289780100,The Indian Fighter,,,,25000,
289790100,Alpha and Omega: Journey to Bear Kingdom,,35238,,25000,
289800100,VHS Massacre: Cult Films and the Decline of Physical Media,,23593,,25000,
289810100,Alena,,,,25000,
289820100,On a failli être amies,,,,25000,
289830100,Millie & the Lords,,7928,,25000,
289860100,"Indio Black, sai che ti dico: Sei un gran figlio di",,,,25000,
289880100,Django,,,,,
289900100,Paradise Club,,19035,,25000,
289920100,Man Underground,,29723,,25000,
289940100,9/11,242205,295580,,135450,
289950100,Shock and Awe,880828,1137790,,25000,
289990100,Crown Heights,,21058,,187860,
290070100,Chris Brown: Welcome to my Life,,3346939,,25000,34524
290090100,Sacrilege,,27189,,25000,
290100100,Kidnap Capital,,16779,,25000,
290110100,I am Heath Ledger,,602730,,25000,46859
290160100,Dumplin’,,,,25000,
290190100,Patrick,,,,25000,
290220100,A Kid Like Jake,,39782,,25000,
290240100,Mugen no jûnin,,937450,,118544,
290260100,The Devil and Father Amorth,,2233099,,,
290280100,God of War,,44848,,42128,19676
290300100,Opening Night,,,,25000,
290310100,Inconceivable,1473446,507246,,25000,
290520100,The Gospel of Mark,,78694,,25000,
290530100,L’ambizioso,,,,25000,
290540100,Ohayo,,13824,,25000,29759
290610100,Undercover Grandpa,,76554,,25000,
290730100,Un Sac De Billes,,14032,,,
290750100,Nelyubov,,23144,,,
290780100,Fahrenheit 11/9,71163,7304722,,25000,
290800100,Duck Duck Goose,,,,,
290810100,24 Hours to Live,2948426,6289608,,25000,
290850100,Deep,,34140,,25000,
290880100,Trafficked,711035,302302,,25000,
290990100,Les Fantômes d'Ismaël,,,,,
291050100,Pi Sheng Shang de Hun,,19162,,25000,
291070100,Mamma Mia: Here We Go Again!,3278468,59372324,,,
291080100,Gringo,1564998,2523006,,,
291300100,Urufu gai: Moero ôkami-otoko,,10982,,25000,
291320100,Those Redheads from Seattle,,,,,46663
291330100,Vixen: The Movie,,156009,,25000,87968
291460100,My Friend Dahmer,,3183643,,1574999,
291530100,Speed Kills,2246929,2280848,,25000,
291540100,Under the Eiffel Tower,,17570,,25000,
291560100,Pope Francis—A Man of His Word,,,,,
291650100,S.W.A.T.: Under Siege,,76679,,25000,32546
291660100,Scales: Mermaids are Real,,92507,,25000,
291670100,The Rider,,249510,,,
291700100,Swim Team,,,,25000,
291850100,Jawbone,,15697,,,
291910100,Gekijôban Fairy Tail: Dragon Cry,,66920,,409076,
291980100,Tyler Perry’s Boo 2! A Madea Halloween,6993014,27182685,,12120997,
291990100,Paddington 2,5078822,12774192,,,
292030100,Hired Gun,,72506,,25000,60266
292050100,Person to Person,,26917,,38193,
292060100,Rodin,,10326,,,
292250100,Bloodrunners,,25833,,25000,8159
292270100,The Jade Pendant,,11508,,25000,
292280100,Brad’s Status,997455,1317098,,3748498,
292290100,The Good Catholic,,13094,,25000,9121
292400100,Pleins feux sur l’assassin,,,,25000,
292420100,The Paradine Case,,,,,42334
292430100,Rodgers & Hammerstein’s Oklahoma,,,,25000,
292470100,You Were Never Really Here,1863170,16700229,,,
292640100,Voyage à Travers le Cinéma Français,,16002,,40996,18756
292770100,Can't Help Falling in Love,,,,25000,
292840100,Bob the Builder: Mega Machines,,34251,,25000,
293120100,La Granja,,,,25000,
293180100,Permanent,,46014,,25000,
293200100,Aknyeo,,802106,,25000,
293320100,The Osiris Child: Science Fiction Volume One,,,,25000,
293370100,CarGo,,27408,,25000,
293380100,Child of Satan,,,,25000,
293390100,Prisoner X,,32310,,25000,
293410100,ZaZa,,,,,34602
293450100,Dead Again in Tombstone,,71284,,25000,27492
293460100,A Dog and Pony Show,,13343,,,
293490100,Starship Troopers: Traitor of Mars,,189822,,25000,330317
293500100,Te Ata,,,,57673,17454
293600100,McQueen,,1556108,,,
293690100,Gun Shy,,56775,,25000,11554
293700100,Rökkur,,27876,,25000,
293710100,M.F.A.,,37343,,25000,7135
293740100,McLaren,,29233,,25000,
293780100,Summer of Dreams,,20860,,25000,
293790100,Ancient Aliens and the New World Order 2,,31074,,25000,
293810100,Stealing Charlie Chaplin,,16407,,25000,
293880100,Pop Aye,,61218,,61342,
293910100,Do You Take This Man,,32358,,25000,
294020100,Professor Marston & The Wonder Women,,486022,,1574999,
294050100,Crazy Rich Asians,10580025,298635260,,,
294180100,Last Flag Flying,2213445,4396212,,760316,
294270100,They Live by Night,,,,,345547
294300100,Bring Me the Head of Alfredo Garcia,,,,25000,
294430100,Justice,589913,89374,,25000,0
294570100,The Upside,,,,25000,
294650100,Insatiable: The Homaro Cantu Story,,13349,,25000,
294670100,Le Vin et le Vent,,301581,,,
294690100,Zhong Guo Tui Xiao Yuan,,29712,,25000,
294810100,Teströl és lélekröl,,,,25000,
294840100,The Female Brain,,,,,
294850100,I am the Blues,,,,29806,
294960100,Blood Road,,,,25000,
294970100,AWOL,,,,25000,
294980100,Patchwork,,,,25000,
295010100,Ein Unbekannter rechnet ab,,,,25000,31989
295020100,Take Every Wave: The Life of Laird Hamilton,,399816,,138726,
295090100,6 Days,,217586,,25000,
295100100,Batman vs. Two-Face,,173225,,25000,514927
295130100,Rememory,,107506,,25000,7097
295140100,A Question of Faith,,80127,,3748498,
295150100,Ni Shi Ying Jiu,,24606,,85814,
295160100,The Florida Project,956920,8921948,,5428498,
295220100,The Square,,910911,,1574999,
295270100,"Signed, Sealed, Delivered: From the Heart",,21702,,25000,
295280100,Hazlo Como Hombre,,,,3748498,
